name,ra,dec,diameter,mag,alias
NGC559,22.37916,63.301667,7,9.5,
NGC560,21.85542,-1.9125,1.9,13,
NGC561,22.077915,34.308333,1.6,12.9,
NGC562,22.12209,48.386944,1.3,13.3,
NGC563,21.34041,-18.164444,1.6,13.5,NGC539
NGC564,21.950835,-1.878611,1.3,12.5,
NGC565,22.04166,-1.305833,1.3,13.5,
NGC566,22.262085,32.332222,1.6,13.5,
NGC567,21.759585,-10.264722,1,14.2,
NGC568,21.98709,-35.7175,2.2,12.6,IC1709
NGC569,22.27959,11.131667,1,13.7,
NGC570,22.243755,-0.948611,1.6,12.8,
NGC571,22.483755,32.500833,1.3,13.7,
NGC572,22.15167,-39.307222,0.8,14,
NGC573,22.70541,41.257222,0.4,13.2,
NGC574,22.26291,-35.598611,1.1,13.3,
NGC575,22.693335,21.440278,1.7,12.8,IC1710
NGC576,22.239165,-51.598056,1,13.4,
NGC577,22.66917,-1.994167,1.9,12.9,NGC580
NGC578,22.62042,-22.666667,4.8,10.9,
NGC579,22.944585,33.614444,1.5,13.3,
NGC580,22.66917,-1.994167,1.9,12.9,NGC577
NGC581,23.345835,60.658333,6,7.4,M103
NGC582,22.992495,33.475556,2.2,13.2,
NGC583,22.433745,-18.339444,0.7,14.2,
NGC584,22.835415,-6.867222,4.1,10.5,IC1712
NGC585,22.925835,-0.932778,2.2,13.1,
NGC586,22.903335,-6.893056,1.7,13.2,
NGC587,23.138745,35.358333,2.2,12.8,
NGC588,23.19042,30.648889,0.65,13.5,
NGC589,23.166255,-12.042222,1.1,14.1,
NGC590,23.41959,44.929167,2.6,13,
NGC591,23.379585,35.668333,1.3,12.9,
NGC592,23.299995,30.646389,0.7,13,
NGC593,23.08584,-12.354444,1.2,14.6,
NGC594,23.237505,-16.535278,1.4,13.5,
NGC595,23.39166,30.692222,0.5,13.5,
NGC596,23.21667,-7.031944,3.2,10.9,
NGC597,23.06208,-33.496944,1.4,13.2,
NGC598,23.466255,30.658056,68.7,5.7,M33
NGC599,23.22375,-12.190833,1.4,13.4,
NGC600,23.2725,-7.312222,2.8,12.4,
NGC601,23.27709,-12.208333,0.4,15.1,
NGC602,22.360005,-73.557222,34,,
NGC603,23.68416,30.2325,,,
NGC604,23.63583,30.784444,1.95,12,
NGC605,23.75958,41.247778,2.2,12.9,
NGC606,23.709585,21.418056,1.4,13.4,
NGC607,23.56833,-7.411389,,,
NGC608,23.867085,33.656389,1.9,13.3,
NGC609,24.098745,64.536667,3,11,
NGC610,23.387505,-20.143889,,,
NGC611,23.387505,-20.127222,,,
NGC612,23.49042,-36.493056,1.5,12.9,
NGC613,23.57667,-29.418611,5.5,10.1,
NGC614,23.967495,33.681944,1.4,12.7,
NGC615,23.773755,-7.340278,2.7,11.6,
NGC616,24.017505,33.770833,,,
NGC617,23.510415,-9.773611,0.5,14.5,
NGC618,25.40334,33.295,,,
NGC619,23.71542,-36.489444,1.5,13.3,
NGC620,24.24834,42.322778,1,12.9,
NGC621,24.203745,35.5125,1.2,12.7,
NGC622,24.00042,0.663611,1.6,12.9,
NGC623,23.777085,-36.49,2,12.5,
NGC624,23.96334,-10.003056,1.5,13.3,
NGC625,23.76834,-41.4375,5.8,11.2,
NGC626,23.799585,-39.146111,2.2,12.7,
NGC627,25.65417,33.578889,,,
NGC628,24.173745,15.783333,10.5,9.4,M74
NGC629,24.758745,72.868333,4,,
NGC630,23.9025,-39.357778,1.6,11.9,
NGC631,24.19584,5.835833,1,13.3,
NGC632,24.32292,5.877222,1,12.4,
NGC633,24.09708,-37.320833,1.4,12.8,
NGC634,24.5775,35.364722,2.1,13,
NGC635,24.57459,-22.928889,0.5,14.6,
NGC636,24.77709,-7.512222,2.8,11.5,
NGC637,25.7625,64.036667,3,8.2,
NGC638,24.9075,7.237222,0.8,13.8,
NGC639,24.74625,-29.925,1,14.1,
NGC640,24.853755,-9.401111,0.7,14.4,
NGC641,24.662505,-42.5275,1.4,12.1,
NGC642,24.77583,-29.915278,2,12.3,
NGC643,23.75292,-75.556667,1.5,,
NGC643A,22.655835,-76.055,2,,
NGC643B,24.80583,-75.011389,1.5,13.5,
NGC643C,25.453755,-75.2675,1.3,15,
NGC644,24.72,-42.585556,1.3,14,
NGC645,25.036665,5.726111,2.6,12.6,
NGC646_1,24.33792,-64.895278,2,13.5,
NGC646_2,24.375,-64.895833,0.4,15,
NGC647,24.983745,-9.241944,1.5,13.4,
NGC648,24.665835,-17.831111,0.7,14.4,IC146
NGC649,25.03125,-9.271667,0.9,14.3,
NGC650,25.57542,51.571389,3.12,10.1,M76
NGC651,25.591665,51.580556,1.08,10.1,M76
NGC652,25.180005,7.983333,1,13.7,
NGC653,25.606665,35.638611,1.5,13.5,
NGC654,25.997505,61.882778,6,6.5,
NGC655,25.479585,-13.0825,1.4,14,
NGC656,25.613745,26.143333,1.5,12.4,
NGC657,25.87416,55.875,7,,
NGC658,25.54083,12.601389,3,12.5,
NGC659,26.1,60.67,6,7.9,
NGC660,25.757505,13.643611,8.3,11.2,
NGC661,26.060835,28.706667,1.6,12.2,
NGC662,26.14791,37.696389,0.8,13,
NGC663,26.570835,61.218333,15,7.1,
NGC664,25.941255,4.2225,1.1,12.8,
NGC665,26.233335,10.423056,2.4,12.2,
NGC666,26.524995,34.374722,0.7,13.4,
NGC667,26.23584,-22.919167,0.6,14.3,
NGC668,26.59416,36.46,1.8,13.1,
NGC669,26.81667,35.563056,3.1,12.3,
NGC670,26.85375,27.886111,2.1,12.7,
NGC671,26.746245,13.125278,1.5,13.3,
NGC672,26.974995,27.432778,6,10.9,
NGC673,27.09333,11.521389,2.1,12.6,
NGC674,27.822915,22.3575,4,12,NGC697
NGC675,27.28542,13.059722,1,14.4,
NGC676,27.238335,5.906111,4,11.9,
NGC677,27.30834,13.055833,2,12.2,
NGC678,27.35334,21.996944,4.5,12.2,
NGC679,27.43209,35.786111,1.9,12.3,
NGC680,27.44709,21.971111,1.8,11.9,
NGC681,27.295005,-10.427222,2.7,12,
NGC682,27.268335,-14.974444,1.4,13.4,
NGC683,27.444165,11.701944,1,13.6,
NGC684,27.55875,27.646111,3.2,12.4,IC165
NGC685,26.92833,-52.761944,3.6,11,
NGC686,27.23334,-23.798056,1.7,12.2,
NGC687,27.63834,36.370833,1.4,12.3,
NGC688,27.683745,35.284722,2.4,12.7,
NGC689,27.46458,-27.466389,1,13.5,
NGC690,26.950005,-16.721389,1.2,14.2,
NGC691,27.673755,21.760278,3.4,11.4,
NGC692,27.17583,-48.648056,2.1,12.3,
NGC693,27.628755,6.144722,2.2,12.4,
NGC694,27.74334,21.996944,0.6,13.7,
NGC695,27.80916,22.582778,0.8,12.8,
NGC696,27.379995,-34.905,1.7,13.2,
NGC697,27.822915,22.3575,4,12,NGC674
NGC698,27.43167,-34.831389,0.9,14,
NGC699,27.68166,-12.035556,1.6,14.1,
NGC700,28.069995,36.036667,0.8,14.6,
NGC701,27.76584,-9.703333,2.6,12.2,
NGC702,27.829995,-4.055556,1.2,13.1,
NGC703,28.165005,36.172222,0.9,13.3,
NGC704_1,28.157085,36.126944,0.6,12.8,
NGC704_2,28.15833,36.124444,0.4,14.6,
NGC705,28.17333,36.144444,1.2,13.6,
NGC706,27.961245,6.296111,1.9,12.5,
NGC707_1,27.8625,-8.506111,1.3,13.6,
NGC707_2,27.865005,-8.506944,0.3,14,
NGC708,28.19334,36.152222,3,12.7,
NGC709,28.21083,36.223056,1,14.3,
NGC710,28.225005,36.053333,1.3,13.7,
NGC711,28.115415,17.513056,1.6,13.1,
NGC712,28.285005,36.819722,1,12.8,
NGC713,28.840005,-9.083333,1,14.4,
NGC714,28.37334,36.221389,1.5,13.1,
NGC715,28.30167,-12.873333,0.8,14,
NGC716,28.24791,12.708333,1.8,12.9,IC1743
NGC717,28.479165,36.229722,1.3,13.9,
NGC718,28.30416,4.195556,2.3,11.7,
NGC719,28.411665,19.840833,1.4,13.2,IC1744
NGC720,28.25166,-13.738611,4.7,10.2,
NGC721,28.689165,39.383056,1.7,13.5,
NGC722,28.69542,20.698333,1.7,13.4,
NGC723,28.44,-23.757222,1.5,12.5,NGC724
NGC724,28.44,-23.757222,1.5,12.5,NGC723
NGC725,28.14708,-16.5175,0.8,14.3,
NGC726,28.88292,-10.799444,1.2,14.3,
NGC727,28.45542,-35.855833,1.1,13.9,NGC729
NGC728,28.756245,4.222778,,,
NGC729,28.45542,-35.855833,1.1,13.9,NGC727
NGC730,28.825005,5.635833,,,
NGC731,28.73292,-9.011389,1.7,12.1,NGC757
NGC732,29.11542,36.802222,1.4,13.5,
NGC733,29.14083,33.055833,,,
NGC734,28.36959,-16.995556,0.7,14.6,
NGC735,29.15916,34.1775,1.8,13.3,
NGC736,29.17083,33.044444,1.5,12.1,
NGC737,29.170005,33.049722,,,
NGC738,29.19,33.058889,0.4,14.9,
NGC739,29.2275,33.267222,0.9,13.9,
NGC740,29.229165,33.015556,1.4,14,
NGC741,29.087085,5.628611,3,11.1,IC1751
NGC742,29.10042,5.625833,0.3,14.3,
NGC743,29.65416,60.166667,7,,
NGC744,29.637495,55.473333,5,7.9,
NGC745_1,28.532505,-56.693611,1.3,12.5,
NGC745_2,28.547505,-56.685278,0.7,14,
NGC745_3,28.532085,-56.6875,0.2,15,
NGC746,29.462505,44.918333,1.7,12.9,
NGC747,29.37666,-9.462778,1,13.7,
NGC748,29.090835,-4.467222,2.3,12.6,
NGC749,28.92042,-29.922222,1.9,12.2,
NGC750,29.38584,33.209722,1.6,11.9,
NGC751,29.38791,33.2025,1.2,12.5,
NGC752,29.39583,37.833333,75,5.7,
NGC753,29.42667,35.915833,3,12.3,
NGC754,28.58667,-56.761111,0.6,14.2,
NGC755,29.094165,-9.0625,3.3,12.6,NGC763
NGC756,28.62084,-16.7075,0.8,14.5,
NGC757,28.73292,-9.011389,1.7,12.1,NGC731
NGC758,28.925415,-3.066111,0.9,14.4,NGC111
NGC759,29.45958,36.343056,1.4,12.7,
NGC760,29.447085,33.355278,,,
NGC761,29.45667,33.376389,1.4,13.5,
NGC762,29.241255,-5.402222,1.4,13,
NGC763,29.094165,-9.0625,3.3,12.6,NGC755
NGC764,29.263755,-16.061389,,,
NGC765,29.70042,24.892222,2.8,12.8,
NGC766,29.674995,8.347222,2,12.7,
NGC767,29.71167,-9.587222,1.1,14.5,
NGC768,29.67,0.528889,1.7,13.2,
NGC769,29.89917,30.909722,0.8,12.9,
NGC770,29.806245,18.955,1.1,12.8,
NGC771,30.85833,72.421944,,,
NGC772,29.83125,19.0075,7.2,10.3,
NGC773,29.716245,-11.515278,1.4,13.1,
NGC774,29.89458,14.008333,1.5,13,
NGC775,29.63541,-26.293889,1.7,12.6,
NGC776,29.9775,23.644167,1.7,12.4,
NGC777,30.061665,31.429722,2.5,11.5,
NGC778,30.080835,31.313056,1.1,13.2,
NGC779,29.927505,-5.964167,4.1,11.2,
NGC780,30.14625,28.225833,1.3,13.8,
NGC781,30.03666,12.655556,1.5,13.1,
NGC782,29.417085,-57.790833,2.4,11.9,
NGC783,30.2775,31.881944,1.6,12.2,IC1765
NGC784,30.321255,28.838056,6.6,11.7,
NGC785,30.41667,31.826667,1.5,13,IC1766
NGC786,30.3525,15.646111,0.7,13.4,
NGC787,30.2025,-9.0025,2.5,12.9,
NGC788,30.27666,-6.815556,1.6,12.1,
NGC789,30.60834,32.072222,1.2,13.5,
NGC790,30.340005,-5.370556,1.3,13,
NGC791,30.43416,8.499722,1.6,13.3,
NGC792,30.563745,15.712222,1.7,13.1,
NGC793,30.72708,31.981389,,,
NGC794,30.6225,18.372778,1.3,12.7,IC191
NGC795,29.95542,-55.824444,1.2,13.2,
NGC796,29.1825,-74.22,0.8,,
NGC797,30.86625,38.1175,1.6,12.7,
NGC798,30.83166,32.0775,1.2,13.5,
NGC799,30.55083,-0.100278,2,13.4,
NGC800,30.549165,-0.130833,1,13.1,
NGC801,30.93708,38.259444,3.1,13.1,
NGC802,29.77542,-67.870278,0.9,13.2,
NGC803,30.93666,16.031111,3,12.6,
NGC804,31.00917,30.8325,1.4,13.7,IC1773
NGC805,31.122915,28.812778,1.1,13.5,
NGC806_1,30.880005,-9.932778,1.2,13.9,
NGC806_2,30.885,-9.929444,0.4,14.7,
NGC807,31.231245,28.987778,1.8,12.5,
NGC808,30.98541,-23.312222,1.2,13.5,
NGC809,31.078755,-8.735,1.2,13.8,
NGC810_1,31.36917,13.251111,1.7,13.9,
NGC810_2,31.3725,13.251111,0.2,15.5,
NGC811,31.125,-9.105833,0.6,14.3,
NGC812,31.715415,44.5725,2.2,11.3,
NGC813,30.40041,-68.439167,1.3,12.8,
NGC814,32.656665,-15.773333,1.4,13.8,
NGC815,32.664165,-15.812778,0.4,15.5,
NGC816,32.03667,29.256389,0.4,14.3,
NGC817,31.89,17.201944,0.7,13.3,
NGC818,32.185005,38.777222,2.9,12.5,
NGC819,32.143755,29.234722,0.6,13.5,
NGC820,32.10375,14.349722,1.4,12.8,
NGC821,32.087505,10.994167,2.4,10.7,
NGC822,31.663335,-41.156944,1.1,13.2,
NGC823,31.83333,-25.441667,1.7,12.8,IC1782
NGC824,31.72167,-36.453333,1.4,13.1,
NGC825,32.134995,6.323333,2,13.2,
NGC826_1,32.35458,30.739444,0.8,13.9,
NGC826_2,32.353335,30.743611,0.3,15.2,
NGC827,32.23458,7.971667,2,12.8,
NGC828,32.53959,39.191111,2.5,12.3,
NGC829,32.17584,-7.790278,1.1,13.5,
NGC830,32.244585,-7.7675,1.4,13.3,
NGC831,32.393745,6.096667,0.4,14.5,
NGC832,47.772495,35.386389,1.6,12.9,NGC1226
NGC833,32.33667,-10.132778,1.5,12.7,
NGC834,32.755005,37.666111,1.1,13.1,
NGC835,32.352495,-10.135278,1.3,12.1,
NGC836,32.60334,-22.055,1.2,13.4,
NGC837,32.567085,-22.431389,0.9,14,
NGC838,32.410005,-10.145833,1.2,13,
NGC839,32.428755,-10.183333,1.4,13.1,
NGC840,32.567085,7.845833,1.8,13.4,
NGC841,32.822505,37.4975,1.8,12.6,
NGC842,32.461245,-7.7625,1.6,12.7,
NGC843,32.784165,32.098333,,,
NGC844,32.559585,6.05,0.4,14.1,
NGC845,33.08208,37.4775,1.7,13.5,
NGC846,33.050415,44.568056,1.9,12.1,NGC847
NGC847,33.050415,44.568056,1.9,12.1,NGC846
NGC848,32.5725,-10.320556,1.5,13,
NGC849,32.54667,-22.323056,0.5,14.3,
NGC850,32.806245,-1.485,1.2,12.9,
NGC851,32.80083,3.779722,1,13.5,
NGC852,32.230005,-56.736667,1.3,13.4,
NGC853,32.92083,-9.305278,1.6,12.8,
NGC854,32.877495,-35.835556,1.8,12.9,
NGC855,33.515415,27.877778,2.6,12.6,
NGC856,33.409995,-0.716667,1.3,13.2,NGC859
NGC857,33.15417,-31.944444,1.5,12.7,
NGC858_1,33.125835,-22.471389,1.3,13.7,
NGC858_2,33.140415,-22.469444,0.3,15.7,
NGC859,33.409995,-0.716667,1.3,13.2,NGC856
NGC860,33.75042,30.779444,0.5,14.3,
NGC861,33.96291,35.913889,1.5,13.8,
NGC862,33.26166,-42.033611,0.8,11.8,
NGC863,33.639585,-0.766111,1.1,12.9,NGC866/NGC885
NGC864,33.864585,6.001944,4.7,10.9,
NGC865,34.062915,28.600833,1.5,13.2,
NGC866,33.639585,-0.766111,1.1,12.9,NGC863/NGC885
NGC867,34.270005,1.244722,1.2,12.9,NGC875
NGC868,33.99375,-0.712778,1.3,13.9,
NGC869,34.76667,57.135,18,5.3,
NGC870,34.287915,14.522778,0.3,15.5,
NGC871,34.29417,14.5475,1.1,13.6,
NGC872,33.855,-17.781944,1.5,13.7,
NGC873,34.134585,-11.348611,1.6,12.6,
NGC874,34.00875,-23.305833,0.9,14.2,
NGC875,34.270005,1.244722,1.2,12.9,NGC867
NGC876,34.471665,14.521111,2,14.7,
NGC877,34.498755,14.543889,2.4,11.9,
NGC878,34.475835,-23.384444,0.8,13.8,
NGC879,34.213755,-8.963611,0.7,14.7,
NGC880,34.61334,-4.205278,0.4,14.6,
NGC881,34.688745,-6.639444,2.3,12.4,
NGC882,34.91583,15.814722,1.2,13.6,
NGC883,34.771665,-6.790556,1.2,12.6,
NGC884,35.52084,57.13,18,6.1,
NGC885,33.639585,-0.766111,1.1,12.9,NGC863/NGC866
NGC886,35.867085,63.771111,14,,
NGC887,34.88583,-16.069167,2,12.7,
NGC888,34.362915,-59.860556,0.8,13,
NGC889,34.77834,-41.749167,1,13.3,
NGC890,35.50416,33.266389,2.5,11.2,
NGC891,35.637495,42.347222,11.7,9.9,
NGC892,35.21667,-23.113611,0.6,14.7,
NGC893,34.99209,-41.402778,1.3,12.7,
NGC894,35.393745,-5.509722,,,
NGC895,35.402085,-5.521111,3.6,11.7,
NGC896,36.365835,62.019444,10,,IC1795
NGC897,35.27667,-33.720833,2.1,11.8,
NGC898,35.83416,41.951667,1.8,12.9,
NGC899,35.47125,-20.823056,1.8,12.5,
NGC900,35.88375,26.511944,1.1,13.7,
NGC901,35.89167,26.556667,0.4,14.8,
NGC902,35.59083,-16.678889,0.6,14,
NGC903,36.00333,27.356944,0.5,15.7,
NGC904,36.02292,27.343056,1.2,13.6,
NGC905,35.68125,-8.718611,0.5,15.1,
NGC906,36.317505,42.090278,1.8,12.9,
NGC907,35.75709,-20.711389,1.8,12.6,
NGC908,35.769165,-21.233333,6.1,10.2,
NGC909,36.34458,42.036111,0.9,13.7,
NGC910,36.361665,41.824167,1.6,12.2,
NGC911,36.42666,41.956667,1.3,12.7,
NGC912,36.42792,41.778056,0.9,14.1,
NGC913,36.436665,41.799167,0.5,15,
NGC914,36.52125,42.144722,1.5,13,
NGC915,36.43959,27.221667,0.7,14.2,
NGC916,36.448335,27.243056,0.9,15.3,
NGC917,36.53208,31.912222,2.5,13.3,
NGC918,36.46167,18.495833,3.5,12.2,
NGC919,36.56916,27.211389,1.2,14.5,
NGC920,37.190835,45.971111,1.1,13.7,IC1799
NGC921,36.639585,-15.8475,1.4,14.3,
NGC922,36.264585,-24.789167,2,12.1,
NGC923,36.894165,41.978056,0.8,13.7,
NGC924,36.69459,20.497222,2.3,12.4,
NGC925,36.820005,33.578889,10.5,10.1,
NGC926,36.527505,-0.3325,1.8,13.3,
NGC927,36.65541,12.155278,1.2,13.4,
NGC928,36.919995,27.220833,0.7,14,
NGC929,36.82542,-12.087222,1,14.2,
NGC930,36.98625,20.3425,0.1,14.5,
NGC931,37.06041,31.311111,3.9,12.8,
NGC932,36.977505,20.333056,1.9,12.4,
NGC933,37.322505,45.911944,1.3,13.9,
NGC934,36.887085,-0.244167,1.3,13.1,
NGC935,37.04667,19.599167,1.7,12.9,
NGC936,36.906255,-1.156389,4.7,10.2,
NGC937,37.367085,42.249722,1.1,14.2,
NGC938,37.13958,20.283889,1.6,12.4,
NGC939,36.58917,-44.446389,1.2,13,
NGC940,37.36416,31.641389,1.2,12.4,NGC952
NGC941,37.115835,-1.151111,2.7,12.4,
NGC942,37.292505,-10.835556,2.8,13,
NGC943,37.28958,-10.828056,2.8,12.9,
NGC944,36.673335,-14.515833,1.1,14,IC228
NGC945,37.155,-10.538889,2.3,12.1,
NGC946,37.660005,42.233056,1.5,13.2,
NGC947,37.138755,-19.042222,2.1,12.6,
NGC948,37.18917,-10.513889,1.4,13.7,
NGC949,37.70334,37.135833,3,11.8,
NGC950,37.29834,-11.025,1.3,13.8,
NGC951,37.23708,-22.349167,1,14.6,
NGC952,37.36416,31.641389,1.2,12.4,NGC940
NGC953,37.790835,29.588889,1.3,13.5,
NGC954,37.215,-41.4025,1.6,12.8,
NGC955,37.63791,-1.108333,2.9,12,
NGC956,38.06208,44.646667,9,,
NGC957,38.337495,57.56,10,7.6,
NGC958,37.67709,-2.940833,2.9,12.2,
NGC959,38.1,35.495,2.3,12.4,
NGC960,37.922085,-9.300278,1.2,14.2,
NGC961,40.25916,-6.935556,1.9,12.8,NGC1051/IC249
NGC962,38.166255,28.070833,1.4,12.9,
NGC963,37.629585,-4.215556,0.7,13.7,IC1808
NGC964,37.77375,-36.034722,2.1,12.4,IC1814
NGC965,38.10459,-18.640278,1,14.1,
NGC966,37.94625,-19.881667,1,13.2,
NGC967,38.053335,-17.216389,1.6,12.5,
NGC968,38.525415,34.480556,2.7,12.2,
NGC969,38.533335,32.946389,1.7,12.3,
NGC970,38.548755,32.976389,0.7,14.8,
NGC971,38.56542,32.979167,,,
NGC972,38.555415,29.310278,3.3,11.4,
NGC973,38.58375,32.505556,3.7,12.8,
NGC974,38.60709,32.955,1.7,12.8,
NGC975,38.34459,9.601944,1.1,13.1,
NGC976,38.499585,20.977222,1.6,12.4,
NGC977,38.26416,-10.759444,2,13.5,
NGC978,38.69583,32.845,1.3,12.2,NGC978A
NGC978A,38.69583,32.845,1.3,12.2,NGC978
NGC978B,38.70042,32.8425,0.4,14.5,
NGC979,37.911255,-44.524167,0.9,12.7,
NGC980,38.82708,40.926944,1.7,13,
NGC981,38.24916,-10.973611,1,13.9,
NGC982,38.85333,40.869444,1.5,12.5,
NGC983,39.73209,34.621944,1.2,13.2,NGC1002
NGC984,38.679165,23.413611,2,12.8,
NGC985,38.65584,-8.785,1,13.4,
NGC986,38.39208,-39.045833,4,10.9,
NGC986A,38.175,-39.295278,1.8,14,
NGC987,39.20625,33.327222,1.6,12.4,
NGC988,38.863755,-9.355,4.1,11,
NGC989,38.44167,-16.511389,0.8,14,
NGC990,39.07542,11.642222,1.8,12.5,
NGC991,38.885835,-7.155,3,11.7,
NGC992,39.35625,21.100278,0.9,12.8,
NGC993,39.19167,2.050278,0.9,13.6,NGC994
NGC994,39.19167,2.050278,0.9,13.6,NGC993
NGC995,39.63291,41.528889,1.3,13.4,
NGC996,39.664995,41.647222,1.2,13,
NGC997,39.310005,7.306111,1.1,13.4,
NGC998,39.31875,7.335833,0.8,14.7,
NGC999,39.6975,41.671111,1.2,13.5,
NGC1000,39.707085,41.460278,0.7,14.6,
NGC1001,39.8025,41.671667,0.7,14.8,
NGC1002,39.73209,34.621944,1.2,13.2,NGC983
NGC1003,39.819165,40.872778,4.3,11.5,
NGC1004,39.42375,1.975556,1.4,12.7,
NGC1005,39.865005,41.493333,1,13.8,
NGC1006,39.394995,-11.025278,0.8,14.1,NGC1010
NGC1007,39.467505,2.155556,0.6,15.5,
NGC1008,39.48,2.080278,0.8,13.6,
NGC1009,39.578745,2.31,1.4,14.4,
NGC1010,39.394995,-11.025278,0.8,14.1,NGC1006
NGC1011,39.41166,-11.005,0.6,14.3,
NGC1012,39.811245,30.151389,2.5,12,
NGC1013,39.460005,-11.506667,0.8,14,
NGC1014,39.50334,-9.571944,,,
NGC1015,39.54834,-1.318333,2,12.1,
NGC1016,39.58167,2.119167,2,11.6,
NGC1017,39.45792,-11.010556,0.7,14.4,
NGC1018,39.54291,-9.544167,1,14.8,
NGC1019,39.61416,1.908056,1,13.5,
NGC1020,39.684585,2.231111,0.8,14.1,
NGC1021,39.699585,2.217222,0.7,14.2,
NGC1022,39.635415,-6.6775,2.4,11.3,
NGC1023,40.100415,39.063333,7.4,9.4,
NGC1023A,40.153755,39.060278,1.3,13.6,
NGC1024,39.79917,10.847778,3.9,12.1,
NGC1025,39.08292,-54.863611,0.9,13.1,
NGC1026,39.829995,6.544444,1.7,12.6,
NGC1027,40.65,61.595,15,6.7,IC1824
NGC1028,39.90459,10.843333,0.9,14.8,
NGC1029,39.901665,10.793333,1.4,13.2,
NGC1030,39.96042,18.023889,1.6,13.3,
NGC1031,39.16083,-54.858889,1.9,12.5,
NGC1032,39.84834,1.093889,3.4,11.6,
NGC1033,40.067085,-8.776389,1.2,13.8,
NGC1034,39.55791,-15.809167,0.8,14,
NGC1035,39.87084,-8.1325,2.2,12.2,
NGC1036,40.12083,19.296944,1.5,13.2,IC1828
NGC1037,39.99291,-1.734167,,,
NGC1038,40.026255,1.509444,1.2,13.4,
NGC1039,40.520835,42.761667,25,5.2,M34
NGC1040_1,40.802085,41.500278,1.7,12.9,NGC1053-1
NGC1040_2,40.80042,41.515,0.4,15.3,NGC1053-2
NGC1041,40.105005,-5.44,1.7,13.3,
NGC1042,40.09959,-8.434167,4.3,11,
NGC1043,40.193745,1.343056,0.9,15,
NGC1044,40.27542,8.738611,0.5,13.2,
NGC1045,40.12125,-11.277778,1.6,12.4,
NGC1046,40.303335,8.72,0.4,13.2,
NGC1047,40.13667,-8.147222,1.3,13.5,
NGC1048,40.15791,-8.533611,1,14.5,NGC1048B
NGC1048A,40.14792,-8.547778,0.7,14.5,
NGC1048B,40.15791,-8.533611,1,14.5,NGC1048
NGC1049,39.950415,-34.258333,1.2,12.9,
NGC1050,40.648335,34.764167,1.7,12.6,
NGC1051,40.25916,-6.935556,1.9,12.8,NGC961/IC249
NGC1052,40.269165,-8.254722,2.8,10.5,
NGC1053_1,40.802085,41.500278,1.7,12.9,NGC1040-1
NGC1053_2,40.80042,41.515,0.4,15.3,NGC1040-2
NGC1054,40.565835,18.2175,0.9,13.7,
NGC1055,40.438755,0.442778,7.6,10.6,
NGC1056,40.70166,28.574444,2.4,12.4,
NGC1057,40.76166,32.491667,1.2,14.2,
NGC1058,40.87458,37.341389,2.5,11.2,
NGC1059,40.647915,17.996111,,,
NGC1060,40.812495,32.424722,2.3,11.8,
NGC1061,40.81584,32.467222,0.9,14.1,
NGC1062,40.85166,32.4625,,,
NGC1063,40.54125,-5.568333,1.4,13.8,
NGC1064,40.59708,-9.362778,1.1,14.3,
NGC1065,40.52583,-15.091667,0.8,14.1,
NGC1066,40.95792,32.475556,1.7,13.3,
NGC1067,40.96083,32.511667,1.1,13.7,
NGC1068,40.669995,-0.012778,7.1,8.9,M77
NGC1069,40.749585,-8.288889,1.4,13.5,
NGC1070,40.84167,4.968611,2.3,11.9,
NGC1071,40.782495,-8.774167,1.2,14.4,
NGC1072,40.880415,0.306944,1.5,13.4,IC1837
NGC1073,40.917915,1.376111,4.9,11,
NGC1074,40.900005,-16.296944,2,14.3,
NGC1075,40.88958,-16.201111,0.8,14.3,
NGC1076,40.87125,-14.755,2,12.7,
NGC1077A,41.502495,40.09,1.1,13.6,
NGC1077B,41.51208,40.093333,0.5,16.3,
NGC1078,41.03334,-9.451944,0.9,14.3,
NGC1079,40.93542,-29.002778,5.5,11.5,
NGC1080,41.29209,-4.710833,1.1,13.5,
NGC1081,41.2725,-15.5875,1.6,13.3,
NGC1082_1,41.42166,-8.18,0.9,14,
NGC1082_2,41.42709,-8.183056,0.2,15.5,
NGC1083,41.41959,-15.357222,1.6,14.4,
NGC1084,41.499165,-7.577778,2.8,10.7,
NGC1085,41.605005,3.607778,1.8,12.4,
NGC1086,41.98416,41.246667,1.5,12.8,
NGC1087,41.605005,-0.499167,3.9,10.9,
NGC1088,41.766255,16.200278,1,13.6,
NGC1089,41.54166,-15.073611,0.9,13.5,
NGC1090,41.641665,-0.247778,3.9,11.8,
NGC1091,41.34291,-17.533333,0.9,14.1,
NGC1092,41.37291,-17.5425,0.9,14,
NGC1093,42.06708,34.42,1.4,13.1,
NGC1094,41.86584,-0.285278,1.3,12.5,
NGC1095,41.90709,4.638056,1.3,13.3,
NGC1096,40.955415,-59.913889,1.9,12.8,
NGC1097A,41.541255,-30.228611,0.8,13.1,
NGC1097,41.581245,-30.275556,9.4,9.5,
NGC1098,41.22333,-17.659444,1.7,12.6,
NGC1099,41.32416,-17.708611,1.9,13.1,
NGC1100,41.39958,-17.688611,1.7,13,
NGC1101,42.061245,4.578611,1.3,13,
NGC1102,41.803335,-22.208889,0.8,14.5,
NGC1103,42.025005,-13.959444,2.2,12.9,
NGC1104,42.16125,-0.271389,1.2,13.6,
NGC1105,40.92459,-15.705833,0.7,14.3,IC1840
NGC1106,42.668745,41.672222,1.3,12.3,
