name,ra,dec,diameter,mag,alias
NGC3736,173.923755,73.4525,1.1,14.5,
NGC3737,173.900835,54.948889,0.8,12.8,
NGC3737A,173.88,54.931111,0.7,14.8,
NGC3738,173.95083,54.523889,2.5,11.7,
NGC3739,173.90625,25.088611,1.1,14.4,
NGC3740,174.050415,59.976667,0.9,14,
NGC3741,174.025005,45.284167,1.4,14,
NGC3742,173.88375,-37.956111,2.4,12.1,
NGC3743,173.98875,21.723056,0.5,14.4,
NGC3744,173.990835,23.012222,0.6,15,
NGC3745,174.43542,22.021111,0.4,15.2,
NGC3746,174.43167,22.009722,1.1,14.1,
NGC3747,173.13,74.378889,0.7,15,
NGC3748,174.45459,22.026389,0.7,14.8,
NGC3749,173.97084,-37.9975,4.2,12.3,
NGC3750,174.465,21.974722,0.5,13.9,
NGC3751,174.474585,21.936944,0.5,14.4,
NGC3752,173.13459,74.628611,1.7,12.9,
NGC3753,174.474165,21.981389,1.7,13.7,
NGC3754,174.47916,21.985556,0.4,14.3,
NGC3755,174.13833,36.410278,3.4,12.8,
NGC3756,174.19917,54.294167,4.2,11.5,
NGC3757,174.26208,58.416111,1.1,12.6,
NGC3758,174.121245,21.596944,0.5,14.3,
NGC3759,174.22416,54.823056,1.1,13.3,
NGC3759A,174.241665,55.162222,1.2,13.6,
NGC3760,159.2325,21.881667,3.3,11.4,NGC3301
NGC3761,174.18375,22.9925,0.9,13.9,
NGC3762,174.34917,61.759167,1.8,12.6,
NGC3763,174.125835,-9.847222,1.1,11.8,IC714
NGC3764,174.227085,17.889167,0.9,14.7,
NGC3765,174.267915,24.096389,0.8,14.1,
NGC3766,174.05958,-61.61,15,5.3,
NGC3767,174.31458,16.8775,1,13.4,
NGC3768,174.310005,17.839444,1.6,12.4,
NGC3769,174.433755,47.893333,2.9,11.7,
NGC3769A,174.46041,47.881667,0.9,14.2,
NGC3770,174.49458,59.617222,1,12.8,
NGC3771,174.774585,-9.347778,1.3,12.6,
NGC3772,174.451665,22.690556,1.1,13.5,
NGC3773,174.55416,12.1125,1.2,12,
NGC3774,174.62625,-8.976389,1,13.8,
NGC3775,174.61125,-10.638056,1.1,13.8,
NGC3776,174.57459,-3.353889,0.3,14.7,
NGC3777,174.028335,-12.569167,1.1,13.4,
NGC3778,174.58917,-50.715556,1.2,13.1,
NGC3779,174.71166,-10.584167,1.9,13.8,IC717
NGC3780,174.841245,56.270556,3,11.5,
NGC3781,174.766245,26.3625,0.5,13.8,
NGC3782,174.83541,46.513056,1.6,12.4,
NGC3783,174.75666,-37.738333,1.9,11.9,
NGC3784,174.87375,26.309722,0.9,14.4,
NGC3785,174.887085,26.302778,1,14.2,
NGC3786,174.92709,31.908611,2.1,12.3,
NGC3787,174.908745,20.455,0.4,13.7,
NGC3788,174.936255,31.930556,2.1,12.6,
NGC3789,174.537495,-9.606667,1.3,13.4,
NGC3790,174.946665,17.712222,1.1,13.9,
NGC3791,174.92334,-9.366667,1.4,13.4,
NGC3792,174.91041,5.1,,,
NGC3793,175.00833,31.878056,,,
NGC3794,175.225005,56.201667,2.2,12.9,NGC3804
NGC3795,175.02792,58.6125,2.1,13.2,
NGC3795A,174.838755,58.268611,2.4,13.5,
NGC3795B,174.53583,58.758056,0.9,13.2,
NGC3796,175.12917,60.298889,1.3,12.6,
NGC3797,175.055835,31.906389,,,
NGC3798,175.05792,24.696944,2.3,12.1,
NGC3799,175.03875,15.3275,0.7,13.9,
NGC3800,175.055415,15.342222,2,12.7,
NGC3801,175.069995,17.7275,2.5,12,
NGC3802,175.077915,17.765278,1.1,13.3,
NGC3803,175.07208,17.801667,0.4,15.5,
NGC3804,175.225005,56.201667,2.2,12.9,NGC3794
NGC3805,175.17333,20.343611,1.4,12.7,
NGC3806,175.194585,17.795556,2.2,13.6,
NGC3807,175.227915,17.818611,,16,
NGC3808,175.183335,22.429722,1.6,13.5,
NGC3808A,175.186245,22.446667,0.9,13.7,
NGC3809,175.31625,59.886111,1,12.7,
NGC3810,175.24416,11.470278,4.3,10.8,
NGC3811,175.318755,47.691111,2.2,12.3,
NGC3812,175.2825,24.8225,1.7,12.4,
NGC3813,175.32708,36.546667,2,11.7,
NGC3814,175.36542,24.805556,0.9,14.7,
NGC3815,175.41375,24.800278,1.7,13,
NGC3816,175.449165,20.103611,1.9,12.5,
NGC3817,175.47,10.304444,1,13.3,
NGC3818,175.48875,-6.155556,2,11.7,
NGC3819,175.524165,10.351667,0.8,13.8,
NGC3820,175.519995,10.384444,0.7,14.5,
NGC3821,175.5375,20.315278,1.4,12.9,
NGC3822,175.546245,10.278056,1.4,13.1,NGC3848
NGC3823_1,175.56291,-13.866667,1.5,12.7,
NGC3823_2,175.57875,-13.861667,0.3,14.7,
NGC3824,175.68666,52.78,1.3,13.6,
NGC3825,175.599165,10.264722,1.3,13,NGC3852
NGC3826,175.637085,26.489167,0.9,13.4,NGC3830
NGC3827,175.65084,18.845278,0.9,13.3,
NGC3828,175.74291,16.487778,0.8,14.8,
NGC3829,175.86375,52.711389,1,14,
NGC3830,175.637085,26.489167,0.9,13.4,NGC3826
NGC3831,175.827495,-12.878056,2.7,12.7,
NGC3832,175.880835,22.725278,1.9,13,
NGC3833,175.87041,10.161389,1.4,13.5,
NGC3834,175.907085,19.090556,1.4,13.5,
NGC3835,176.02083,60.120278,1.8,12.4,
NGC3835A,176.845005,60.300556,1,13.1,
NGC3836,175.87416,-16.7975,1.4,12.9,
NGC3837,175.985835,19.894722,0.8,13.3,
NGC3838,176.05584,57.948611,1.4,12.3,
NGC3839,175.97667,10.784444,1,13.3,
NGC3840,175.99584,20.076944,1.1,13.8,
NGC3841,176.008755,19.972222,0.7,13.6,
NGC3842,176.008335,19.95,1.4,11.8,
NGC3843,175.977495,7.926111,0.9,13.5,
NGC3844,176.003745,20.029444,1.2,13.9,
NGC3845,176.022915,19.996111,0.8,14,
NGC3846,176.120415,55.652222,1,13.4,
NGC3846A,176.06166,55.035,1.9,13.3,
NGC3847,176.05833,33.514444,1.1,13.3,NGC3856
NGC3848,175.546245,10.278056,1.4,13.1,NGC3822
NGC3849,176.39667,3.232222,0.8,13.7,IC730
NGC3850,176.397915,55.886667,2.1,13.3,
NGC3851,176.085,19.981111,0.6,14.7,
NGC3852,175.599165,10.264722,1.3,13,NGC3825
NGC3853,176.11791,16.558333,1.6,12.4,
NGC3854,176.21625,-9.233056,1.9,12,NGC3865
NGC3855,176.1075,33.355833,1.2,14,IC2953
NGC3856,176.05833,33.514444,1.1,13.3,NGC3847
NGC3857,176.20875,19.533056,1,14.1,
NGC3858,176.29833,-9.314444,1.4,13.2,NGC3866
NGC3859,176.218335,19.454722,1.2,14.1,
NGC3860A,176.205,19.795,1,13.4,
NGC3860B,176.19834,19.773333,0.4,14.2,
NGC3861A,176.26584,19.973611,2.3,12.7,
NGC3861B,176.27916,19.966944,0.6,14.7,
NGC3862,176.270835,19.606389,1.5,12.7,
NGC3863,176.27292,8.47,2.8,12.9,
NGC3864,176.314995,19.392222,0.9,14.2,
NGC3865,176.21625,-9.233056,1.9,12,NGC3854
NGC3866,176.29833,-9.314444,1.4,13.2,NGC3858
NGC3867,176.37333,19.400278,1.5,13.2,
NGC3868,176.374995,19.444722,0.8,14.4,
NGC3869,176.439585,10.824722,1.9,12.8,
NGC3870,176.48583,50.200556,1,13,
NGC3871,176.54208,33.109444,1.4,14.8,IC2959
NGC3872,176.453745,13.766667,1.9,11.7,
NGC3873,176.44167,19.773889,1.5,12.9,
NGC3874,176.40792,8.574167,,,
NGC3875,176.45583,19.7675,1,13.9,
NGC3876,176.360415,9.160833,1.1,12.8,
NGC3877,176.53041,47.494444,5.3,11,
NGC3878,176.573745,33.205,0.5,12.8,
NGC3879,176.70666,69.383333,2.7,13,
NGC3880,176.592495,33.162222,0.7,13.9,
NGC3881,176.64333,33.106944,0.7,13.9,
NGC3882,176.525415,-56.388889,2.3,12,
NGC3883,176.69625,20.675833,2.8,12.7,
NGC3884,176.55042,20.391389,2.1,12.6,
NGC3885,176.693745,-27.922222,2.4,10.9,
NGC3886,176.772915,19.837222,1.2,13.1,
NGC3887,176.769165,-16.853889,3.5,10.6,
NGC3888,176.89542,55.966111,1.8,12.1,
NGC3889,176.95041,56.018611,0.7,14.8,
NGC3890,177.331245,74.301944,0.9,13.3,NGC3939
NGC3891,177.013335,30.359722,2,12.4,
NGC3892,177.00417,-10.962222,3.1,11.5,
NGC3893,177.159165,48.711389,4.5,10.5,
NGC3894,177.20916,59.416389,2.8,11.6,
NGC3895,177.26583,59.433056,1.1,13.1,
NGC3896,177.234585,48.674722,1.5,12.9,
NGC3897,177.2475,35.015833,1.9,12.9,
NGC3898,177.313755,56.084722,4.4,10.7,
NGC3899,177.518745,26.480278,1.5,12.4,NGC3912
NGC3900,177.28875,27.021667,3.2,11.4,
NGC3901,175.705005,77.372778,1.8,13.7,
NGC3902,177.327915,26.121667,1.6,12.8,
NGC3903,177.263745,-37.517222,1.1,12.8,
NGC3904,177.304995,-29.276944,2.7,10.9,
NGC3905,177.27042,-9.728889,1.9,12.8,
NGC3906,177.417495,48.425556,1.8,12.9,
NGC3907,177.37542,-1.086111,1.2,13.1,NGC3907A
NGC3907A,177.37542,-1.086111,1.2,13.1,NGC3907
NGC3907B,177.34791,-1.084167,1.1,13.1,
NGC3908,177.46917,12.186389,0.4,15,
NGC3909,177.375,-48.265,20,,
NGC3910,177.497085,21.333889,1.6,12.8,
NGC3911,177.52458,24.920278,1,14.5,
NGC3912,177.518745,26.480278,1.5,12.4,NGC3899
NGC3913,177.66,55.353889,2.6,12.6,IC740
NGC3914,177.635835,6.5675,1.1,13.2,
NGC3915,177.350835,-5.118056,1.5,13.9,IC2963
NGC3916,177.71334,55.143611,1.5,13.9,
NGC3917,177.69,51.824722,5,11.8,
NGC3917A,177.80583,52.001389,1.1,13.4,NGC3931
NGC3918,177.57417,-57.181944,0.38,8.1,
NGC3919,177.672915,20.015556,0.9,13.3,
NGC3920,177.34209,24.938611,1,13.3,
NGC3921,177.778335,55.079444,2.1,12.4,
NGC3922,177.80583,50.156667,1.7,12.8,NGC3924
NGC3923,177.75666,-28.805833,5.9,9.8,
NGC3924,177.80583,50.156667,1.7,12.8,NGC3922
NGC3925,177.83709,21.888611,0.7,14.5,
NGC3926A,177.860415,22.028333,0.5,14.3,
NGC3926B,177.867495,22.026389,0.9,14.7,
NGC3927,172.92459,28.153889,1.2,13.2,NGC3713
NGC3928,177.94833,48.683056,1.5,12.6,
NGC3929,177.92709,21.003333,0.6,14,
NGC3930,177.94041,38.014444,3,12.4,
NGC3930A,178.00917,38.019722,0.3,15.7,
NGC3931,177.80583,52.001389,1.1,13.4,NGC3917A
NGC3932,177.97083,48.6675,,,
NGC3933,178.00791,16.81,1.1,13.6,
NGC3934,178.052085,16.851667,1.1,13.6,
NGC3935,178.09959,32.404444,1.1,13.3,
NGC3936,178.084995,-26.905833,3.9,12.1,
NGC3937,178.1775,20.631667,1.8,12.5,
NGC3938,178.204995,44.121389,5.4,10.4,
NGC3939,177.331245,74.301944,0.9,13.3,NGC3890
NGC3940,178.193745,20.989722,1.7,12.8,
NGC3941,178.23042,36.986944,3.5,10.3,
NGC3942,177.874995,-11.424722,1.5,13.2,
NGC3943,178.235835,20.479167,1.1,13.4,
NGC3944,178.27083,26.2075,1.4,12.9,
NGC3945,178.30584,60.675278,5.2,10.9,
NGC3946,178.33584,21.021389,0.5,14.3,
NGC3947,178.33458,20.751667,1.4,13.2,
NGC3948,178.4025,20.951111,,,
NGC3949,178.422495,47.86,2.9,11.1,
NGC3950,178.42125,47.885,0.3,15.7,
NGC3951,178.42209,23.382222,1.1,13.6,
NGC3952,178.41708,-3.997222,1.6,13.1,IC2972
NGC3953,178.45167,52.325,6.9,10.1,
NGC3954,178.423755,20.8825,0.7,13.7,
NGC3955,178.48833,-23.164444,3.1,12,
NGC3956,178.50375,-20.566667,3.3,12,
NGC3957,178.506255,-19.568889,2.9,11.8,IC2965
NGC3958,178.63959,58.366667,1.3,13,
NGC3959,178.65666,-7.756389,1.1,13.7,
NGC3960,177.63792,-55.676389,7,8.3,
NGC3961,178.73958,69.329722,1.3,13.5,
NGC3962,178.66584,-13.974722,2.6,10.7,
NGC3963,178.744995,58.493333,2.7,11.9,
NGC3964,178.722495,28.262778,0.9,14,
NGC3965,178.596255,-10.866389,0.5,15.7,
NGC3966,179.184165,32.021389,3.1,12.7,NGC3986
NGC3967,178.79292,-7.843056,1,13.4,
NGC3968,178.869585,11.968611,2.7,11.8,
NGC3969,178.78791,-18.927222,1.4,12.9,
NGC3970,178.86708,-12.061389,1.2,13.4,
NGC3971,178.90125,29.995833,1.4,12.7,NGC3984
NGC3972,178.93875,55.32,3.7,12.3,
NGC3973,178.90416,11.997222,0.4,15,
NGC3974,178.91709,-12.027222,1.2,13.4,
NGC3975,178.973745,60.529722,0.7,15.3,
NGC3976,178.98834,6.748333,3.8,11.5,
NGC3976A,179.01084,6.6775,0.5,14.9,
NGC3977,179.030415,55.390833,1.5,13.4,NGC3980
NGC3978,179.04417,60.522778,1.7,12.7,
NGC3979,179.004585,-2.720556,1.1,12.9,IC2976
NGC3980,179.030415,55.390833,1.5,13.4,NGC3977
NGC3981,179.02917,-19.897222,5.3,11,
NGC3982,179.116665,55.125,2.3,11,
NGC3983,179.098335,23.868056,1.1,14,
NGC3984,178.90125,29.995833,1.4,12.7,NGC3971
NGC3985,179.172915,48.335556,1.3,12.5,
NGC3986,179.184165,32.021389,3.1,12.7,NGC3966
NGC3987,179.33709,25.195278,2.2,12.9,
NGC3988,179.35083,27.878056,0.9,13.3,
NGC3989,179.360835,25.232778,0.6,14.9,
NGC3990,179.397915,55.458611,1.4,12.6,
NGC3991,179.37792,32.335556,1.3,13.1,
NGC3992,179.397495,53.373611,7.5,9.8,M109
NGC3993,179.40666,25.240278,1.6,13.7,
NGC3994,179.40333,32.2775,0.9,12.7,
NGC3995,179.43333,32.293056,2.6,12.4,
NGC3996,179.44209,14.2975,0.9,13.5,
NGC3997,179.45208,25.270833,1.6,13.5,
NGC3998,179.48292,55.453889,2.7,10.7,
NGC3999,179.485005,25.068333,0.4,14.7,
NGC4000,179.487495,25.143889,1,14.6,
NGC4001,179.52792,47.335278,0.7,15.3,
NGC4002,179.49708,23.202778,1.1,14.1,
NGC4003,179.495835,23.125278,1.5,13.3,
NGC4004,179.521245,27.878611,1.8,13.7,NGC4004A
NGC4004A,179.521245,27.878611,1.8,13.7,NGC4004
NGC4004B,179.46375,27.868333,0.5,14.3,IC2982
NGC4005,179.54166,25.122222,1.2,13.1,NGC4007
NGC4006,179.52459,-2.120278,1.6,12.6,
NGC4007,179.54166,25.122222,1.2,13.1,NGC4005
NGC4008,179.571255,28.192778,2.4,12,
NGC4009,179.562495,25.190833,,,
NGC4010,179.65458,47.260278,4.2,12.6,
NGC4011,179.60583,25.097778,0.4,14.7,
NGC4012,179.61459,10.021667,1.9,13.4,
NGC4013,179.630415,43.947222,5.2,11.2,
NGC4014,179.649165,16.177222,1.4,12.3,NGC4028
NGC4015_1,179.67708,25.036667,2,12.8,
NGC4015_2,179.679165,25.0425,0.8,14.8,
NGC4016,179.62083,27.528889,1.5,13.8,
NGC4017,179.690415,27.453056,1.8,12.6,
NGC4018,179.66916,25.317222,1.7,13.8,
NGC4019,180.293745,14.104167,2.4,13.2,IC755
NGC4020,179.73666,30.413611,1.9,12.7,
NGC4021,179.76042,25.083611,0.4,14.8,
NGC4022,179.754165,25.2225,1.2,13,
NGC4023,179.77209,24.989167,0.9,13.7,
NGC4024,179.631255,-18.346667,1.9,11.7,
NGC4025,179.791665,37.792222,2.5,13.6,
NGC4026,179.85417,50.961944,5.2,10.8,
NGC4027A,179.87208,-19.331944,0.9,14.5,
NGC4027,179.87709,-19.265833,3.3,11.1,
NGC4028,179.649165,16.177222,1.4,12.3,NGC4014
NGC4029,180.013335,8.182222,1.2,13.5,
NGC4030,180.0975,-1.100556,4.2,10.6,
NGC4031,180.13041,31.946667,0.7,14.4,
NGC4032,180.137085,20.074722,1.6,12.3,
NGC4033,180.144585,-17.843333,2.4,11.7,
NGC4034,180.373335,69.323889,1.7,13.5,
NGC4035,180.121665,-15.949167,1.1,13.4,
NGC4036,180.362505,61.896111,4.3,10.7,
NGC4037,180.34917,13.400556,2.4,11.9,
NGC4038,180.469995,-18.864444,3.4,10.3,
NGC4039,180.474165,-18.885556,3.3,10.3,
NGC4040,180.522495,17.823889,1.9,13.3,
NGC4041,180.549585,62.136944,2.7,11.3,
NGC4042,180.694995,20.164167,0.2,16.4,
NGC4043,180.59583,4.33,0.6,13.6,
NGC4044,180.6225,-0.2125,1.2,13.3,
NGC4045,180.67584,1.976944,2.7,12,NGC4046
NGC4045A,180.67791,1.952222,0.6,14.4,
NGC4046,180.67584,1.976944,2.7,12,NGC4045
NGC4047,180.710835,48.636667,1.6,12.2,
NGC4048,180.70875,18.015556,0.6,13.7,
NGC4049,180.72708,18.7525,0.9,13.9,
NGC4050,180.72459,-16.374167,3,12.2,
NGC4051,180.790005,44.531944,5.2,10.2,
NGC4052,180.499995,-63.221667,10,8.8,
NGC4053,180.79791,19.729167,1.2,13.6,
NGC4054_1,180.801255,57.893333,0.5,14.4,
NGC4054_2,180.80709,57.891389,0.8,15,
NGC4055,181.006245,20.232778,1.2,13.1,NGC4061
NGC4056,180.99084,20.313056,0.5,15.5,
NGC4057,181.026255,20.235833,1.1,12.6,NGC4065
NGC4058,180.953745,3.548056,1.2,13.1,
NGC4059,181.04709,20.409722,1,13.1,NGC4070
NGC4060,181.00416,20.338056,0.5,14.7,
NGC4061,181.006245,20.232778,1.2,13.1,NGC4055
NGC4062,181.01583,31.895278,4,11.1,
NGC4063,181.02459,1.846944,1.1,13.9,
NGC4064,181.04583,18.443333,4.6,11.5,
NGC4065,181.026255,20.235833,1.1,12.6,NGC4057
NGC4066,181.03917,20.347778,1.2,12.9,
NGC4067,181.047915,10.854444,1.3,12.5,
NGC4068,181.00959,52.590556,2.5,12.4,IC757
NGC4069,181.025415,20.324444,0.3,15.2,
NGC4070,181.04709,20.409722,1,13.1,NGC4059
NGC4071,181.063755,-67.309167,1.27,13,
NGC4072,181.05792,20.210278,0.5,14.8,
NGC4073,181.11291,1.896389,3.2,11.4,
NGC4074,181.123755,20.316944,1,14.5,
NGC4075,181.157505,2.072778,1.2,13.7,
NGC4076,181.13583,20.204444,0.9,13.4,
NGC4077,181.15833,1.788333,1.2,13.3,NGC4140
NGC4078,181.198755,10.595833,1.3,13.2,NGC4107
NGC4079,181.20792,-2.383056,2.3,12.4,
NGC4080,181.216245,26.992222,1.2,13.7,
NGC4081,181.138335,64.437222,1.5,12.9,
NGC4082,181.2975,10.670833,0.9,14.8,
NGC4083,181.30833,10.613611,0.8,14.6,
NGC4084,181.313745,21.215,0.6,14.5,
NGC4085,181.34334,50.353333,2.8,12.4,
NGC4086,181.37208,20.247222,1,13.6,
NGC4087,181.397085,-26.522222,2.1,12.1,
NGC4088,181.39416,50.540556,5.6,10.6,
NGC4089,181.40625,20.556389,0.8,13.7,
NGC4090,181.366665,20.309167,1.2,13.9,
NGC4091,181.4175,20.556389,0.9,14.5,
NGC4092,181.45917,20.4775,1,13.3,
NGC4093,181.464165,20.522222,0.7,14.3,
NGC4094,181.47459,-14.526111,4.1,12,
NGC4095,181.475835,20.573611,1.3,13.6,
NGC4096,181.50375,47.475833,6.5,10.9,
NGC4097,181.510005,36.863889,1.2,13.4,
NGC4098_1,181.515,20.607778,1.2,13.1,NGC4099-1
NGC4098_2,181.516245,20.605278,0.5,15.8,NGC4099-2
NGC4099_1,181.515,20.607778,1.2,13.1,NGC4098-1
NGC4099_2,181.516245,20.605278,0.5,15.8,NGC4098-2
NGC4100,181.53459,49.582778,5.4,11.2,
NGC4101,181.54458,25.556944,1,13.5,
NGC4102,181.59708,52.710833,3.1,11.2,
NGC4103,181.66458,-61.25,6,7.4,
NGC4104,181.66125,28.173611,2.6,12.1,
NGC4105,181.66917,-29.76,2.8,10.7,
NGC4106,181.689585,-29.768333,1.6,11.4,
NGC4107,181.198755,10.595833,1.3,13.2,NGC4078
NGC4108,181.68459,67.163333,1.7,12.3,
NGC4108A,181.457085,67.2525,1.4,13.8,
NGC4108B,181.798335,67.235556,1.3,13.7,
NGC4109,181.71291,42.996111,0.7,14.1,
NGC4110,181.764165,18.531944,1.3,13.7,
NGC4111,181.76208,43.066667,4.6,10.7,
NGC4112,181.78833,-40.207778,1.6,12,
NGC4113,181.78542,32.996111,0.7,14.7,NGC4122
NGC4114,181.80084,-14.184722,1.8,13.1,
NGC4115,181.78917,14.406944,,,
NGC4116,181.90416,2.691111,3.8,12,
NGC4117,181.94208,43.126389,1.8,13,
NGC4118,181.970415,43.111389,0.7,14.6,
NGC4119,182.03958,10.378889,4.3,11.4,NGC4124/IC3011
NGC4120,182.13084,69.544444,1.7,13.5,
NGC4121,181.985415,65.114444,0.4,13.5,
NGC4122,181.78542,32.996111,0.7,14.7,NGC4113
NGC4123,182.04666,2.878333,4.3,11.4,
NGC4124,182.03958,10.378889,4.3,11.4,NGC4119/IC3011
NGC4125,182.022915,65.174444,5.8,9.7,
NGC4126,182.15583,16.143056,1.1,13.4,
NGC4127,182.1075,76.804444,2.5,12.7,
NGC4128,182.13417,68.768056,2.4,12,
NGC4128A,182.05959,68.785833,0.4,15,
NGC4129,182.221665,-9.036667,2.3,12.5,NGC4130
NGC4130,182.221665,-9.036667,2.3,12.5,NGC4129
NGC4131,182.196255,29.304722,1.4,13.3,
NGC4132,182.256255,29.250278,1.1,14,
NGC4133,182.20542,74.904444,1.8,12.3,
NGC4134,182.29125,29.176944,2.2,12.8,
NGC4135,182.28666,44.003611,1,13.9,
NGC4136,182.32416,29.927778,3.9,11.1,
NGC4137,182.322495,44.09,1.1,14.1,
NGC4138,182.37375,43.685556,2.6,11.3,
NGC4139,181.141665,1.801389,1,13.7,IC2989
NGC4140,181.15833,1.788333,1.2,13.3,NGC4077
NGC4141,182.447505,58.849444,1.3,13.7,
NGC4142,182.375835,53.103889,2.2,13.3,
NGC4143,182.40084,42.534444,2.3,10.9,
NGC4144,182.49708,46.457222,6.1,11.6,
NGC4145,182.507085,39.882778,5.9,11.3,
NGC4145A_1,182.72625,39.757222,1.9,14.5,
NGC4145A_2,182.72208,39.748611,0.3,15.7,
NGC4146,182.57583,26.431111,1.4,12.7,
NGC4147,182.525835,18.5425,4.4,10.4,NGC4153
NGC4148,182.532915,35.878333,1.5,13.3,
NGC4149,182.63667,58.303889,1.3,13.2,NGC4154
NGC4150,182.64,30.401944,2.3,11.6,
NGC4151,182.634585,39.406667,6.3,10.8,
NGC4152,182.656245,16.033056,2.3,12.2,
NGC4153,182.525835,18.5425,4.4,10.4,NGC4147
NGC4154,182.63667,58.303889,1.3,13.2,NGC4149
NGC4155,182.689995,19.041111,1.1,13.3,
NGC4156,182.705835,39.473056,1.3,13.2,
NGC4157,182.76834,50.484722,6.7,11.4,
NGC4158,182.792505,20.175833,2,12.1,
NGC4159,182.72208,76.126389,1.3,13.5,
NGC4160,183.04833,43.738333,,,
NGC4161,182.88708,57.7375,1.1,13,
NGC4162,182.968755,24.123889,2.3,12.2,
NGC4163,183.0375,36.168611,1.9,14,NGC4167
NGC4164,183.0225,13.205833,0.5,14.7,
NGC4165,183.04917,13.246111,1.2,13.5,IC3035
NGC4166,183.04041,17.757222,1.2,13.1,
NGC4167,183.0375,36.168611,1.9,14,NGC4163
NGC4168,183.07167,13.204444,2.8,11.2,
NGC4169,183.07791,29.179444,1.8,12.2,
NGC4170,183.053745,29.167222,,,
NGC4171,183.159585,29.225,,,
NGC4172,183.061245,56.176389,1.3,13.3,
NGC4173,183.08958,29.207222,5,13,
NGC4174,183.11208,29.149167,0.8,13.4,
NGC4175,183.129165,29.168611,1.8,13.3,
NGC4176,183.15333,-9.160278,0.7,14.5,
NGC4177,183.17166,-14.013889,1.7,12.5,
NGC4178,183.192495,10.864167,5,11.4,IC3042
NGC4179,183.21708,1.299722,4.2,11,
NGC4180,183.2625,7.039444,1.5,12.6,
NGC4181,183.203745,52.903889,0.8,14,
NGC4182,183.332505,4.036111,,11.5,
NGC4183,183.319995,43.698056,5.3,12.3,
NGC4184,183.38541,-62.713056,2,,
NGC4185,183.342495,28.510278,2.6,12.1,
NGC4186,183.526665,14.725833,1,13.8,NGC4192B
NGC4187,183.37209,50.741667,1.3,13.2,NGC4187A
NGC4187A,183.37209,50.741667,1.3,13.2,NGC4187
NGC4187B,183.370005,50.756944,0.3,15.2,
NGC4187C,183.362085,50.710278,0.5,15.6,
NGC4188,183.530835,-12.586111,0.7,13.7,
NGC4189,183.44667,13.424722,2.5,11.7,IC3050
NGC4190,183.435,36.633611,1.7,13.3,
NGC4191,183.459585,7.200833,1.2,12.8,
NGC4192,183.44916,14.899444,9.8,10.1,M98
NGC4192A,183.35916,14.772222,1.3,15,
NGC4192B,183.526665,14.725833,1,13.8,NGC4186
NGC4193,183.4725,13.172778,2.2,12.3,IC3051
NGC4194,183.54042,54.526389,2.7,12.5,
NGC4195,183.575415,59.615556,1.6,14.2,
NGC4196,183.62334,28.423611,1.6,12.8,
NGC4197,183.66084,5.806111,3.4,12.8,
NGC4198,183.590835,56.011667,1,13.6,IC778
NGC4199_1,183.702495,59.906389,0.5,14.3,
NGC4199_2,183.71541,59.908333,0.3,15,
NGC4200,183.684585,12.180833,1.5,13,
NGC4201,183.67458,-11.583333,0.9,13.6,
NGC4202,184.535415,-1.063889,1.2,13.6,
NGC4203,183.770835,33.1975,3.5,10.9,
NGC4204,183.80916,20.658889,3.6,12.3,
NGC4205,183.73041,63.782222,1.7,13,
NGC4206,183.819585,13.022778,6.4,12.2,IC3064
NGC4207,183.875415,9.585556,1.6,12.6,
NGC4208,183.913335,13.901944,3.2,11.2,NGC4212
NGC4209,183.920415,28.470556,,,
NGC4210,183.815835,65.986111,2,12.5,
NGC4211,183.89916,28.1775,1.2,13.5,NGC4211A
NGC4211A,183.89916,28.1775,1.2,13.5,NGC4211
NGC4211B,183.905415,28.169444,0.4,14.3,
NGC4212,183.913335,13.901944,3.2,11.2,NGC4208
NGC4213,183.906255,23.981944,1.7,12.5,
NGC4214,183.91167,36.3275,8,9.8,NGC4228
NGC4215,183.977505,6.400833,1.8,12.1,
NGC4216,183.975,13.147778,8.1,10,
NGC4217,183.96084,47.09,5.2,11.2,
NGC4218,183.94167,48.131667,1.2,12.5,
NGC4219,184.11417,-43.3225,3.7,11.9,
NGC4219A,184.498335,-43.540556,1.3,13.7,
NGC4220,184.04916,47.883056,3.9,11.4,
NGC4221,184.000005,66.231389,2.2,12.5,
NGC4222,184.09416,13.306944,3.1,13.3,
NGC4223,184.3575,6.689444,2.5,11.9,IC3102
NGC4224,184.141245,7.462222,2.5,11.8,
NGC4225,184.15959,-12.326944,0.7,14,
NGC4226,184.10958,47.025556,1,13.5,
NGC4227,184.14042,33.522222,1.5,12.8,
NGC4228,183.91167,36.3275,8,9.8,NGC4214
NGC4229,184.161255,33.561111,1.1,13.3,
NGC4230,184.31667,-55.086667,5,,
NGC4231,184.20375,47.458056,1.2,13.6,
NGC4232,184.20417,47.438889,1.3,13.6,
NGC4233,184.28166,7.624167,2.4,11.9,
NGC4234,184.287915,3.683333,1.3,12.7,
NGC4235,184.29042,7.190833,4.2,11.6,IC3098
NGC4236_1,184.18041,69.463611,21.9,9.6,
NGC4236_2,184.18125,69.46,0.5,15.1,
NGC4237,184.2975,15.323333,2.1,11.6,
NGC4238,184.23333,63.410556,1.8,13.6,
NGC4239,184.31208,16.531667,1.4,12.8,
NGC4240,184.351245,-9.951667,1.3,12.3,NGC4243
NGC4241,184.49958,6.654167,1.7,13.1,IC3115
