name,ra,dec
LdN-1,16.48096,-16.109431
LdN-2,18.120755,-31.493177
LdN-3,18.05387,-30.998045
LdN-4,17.041697,-22.204227
LdN-5,17.270969,-24.421317
LdN-6,17.150464,-23.229882
LdN-7,17.476783,-26.289897
LdN-8,16.773841,-19.256209
LdN-9,17.167138,-23.228698
LdN-10,17.963477,-30.104619
LdN-11,17.135332,-22.897619
LdN-12,17.97015,-30.1208
LdN-13,17.066696,-22.169131
LdN-14,17.418134,-25.544111
LdN-15,17.073366,-22.16866
LdN-16,17.267496,-24.054893
LdN-17,17.133604,-22.731071
LdN-18,17.150339,-22.896554
LdN-19,17.485019,-26.039299
LdN-20,17.141941,-22.73048
LdN-21,17.484979,-25.9393
LdN-22,16.782064,-18.922305
LdN-23,17.287471,-23.970129
LdN-24,17.292494,-24.019772
LdN-25,17.541764,-26.185202
LdN-26,18.086982,-30.495623
LdN-27,16.463964,-15.110558
LdN-28,17.317515,-24.051314
LdN-29,18.113704,-30.62701
LdN-30,17.217097,-23.058475
LdN-31,16.832146,-19.085507
LdN-32,17.183594,-22.644188
LdN-33,16.689841,-17.428628
LdN-34,17.802573,-28.016306
LdN-35,17.941365,-29.072882
LdN-36,17.478022,-25.206457
LdN-37,17.334125,-23.883455
LdN-38,17.188536,-22.477166
LdN-39,17.193543,-22.493476
LdN-40,17.953034,-29.072032
LdN-41,18.086765,-29.99563
LdN-42,17.551575,-25.701152
LdN-43,16.574257,-15.836479
LdN-44,17.334061,-23.71679
LdN-45,17.518101,-25.370234
LdN-46,17.21691,-22.558481
LdN-47,16.831974,-18.585513
LdN-48,17.969672,-29.00415
LdN-49,18.036553,-29.499283
LdN-50,17.41768,-24.377461
LdN-51,17.210161,-22.342292
LdN-52,17.536434,-25.352243
LdN-53,17.385822,-23.913078
LdN-54,17.392512,-23.962597
LdN-55,17.384144,-23.879865
LdN-56,17.250259,-22.556103
LdN-57,17.377416,-23.730344
LdN-58,17.507922,-24.920962
LdN-59,17.343939,-23.382745
LdN-60,17.200022,-21.976342
LdN-61,17.522925,-24.919878
LdN-62,16.831803,-18.085518
LdN-63,16.831803,-18.085518
LdN-64,17.668403,-26.026026
LdN-65,17.216664,-21.891823
LdN-66,17.400688,-23.545337
LdN-67,17.233337,-21.890635
LdN-68,18.118159,-29.359999
LdN-69,17.467567,-24.040528
LdN-70,17.417361,-23.544138
LdN-71,17.233275,-21.723969
LdN-72,17.333622,-22.550139
LdN-73,17.517646,-24.203582
LdN-74,17.634732,-25.195122
LdN-75,18.136405,-29.158665
LdN-76,17.617997,-25.029667
LdN-77,17.316837,-22.251338
LdN-78,18.01933,-28.183849
LdN-79,17.249859,-21.472782
LdN-80,17.651369,-25.110582
LdN-81,17.417159,-23.010812
LdN-82,17.76842,-26.01876
LdN-83,16.572084,-14.26994
LdN-84,17.601129,-24.530882
LdN-85,17.43383,-23.009612
LdN-86,17.350169,-22.215613
LdN-87,17.310002,-21.801821
LdN-88,17.341772,-22.049547
LdN-89,17.308298,-21.701941
LdN-90,17.659606,-24.859981
LdN-91,17.391944,-22.462617
LdN-92,17.31664,-21.71801
LdN-93,18.045851,-27.831913
LdN-94,17.333331,-21.766816
LdN-95,17.3333,-21.683483
LdN-96,18.136054,-28.325346
LdN-97,18.122658,-28.176318
LdN-98,16.596992,-13.951581
LdN-99,17.316517,-21.384682
LdN-100,17.266318,-20.888267
LdN-101,17.363354,-21.797995
LdN-102,17.375056,-21.88049
LdN-103,17.35832,-21.715021
LdN-104,17.266288,-20.804934
LdN-105,16.606996,-13.950902
LdN-106,16.612001,-13.950562
LdN-107,17.433561,-22.292954
LdN-108,18.169383,-28.322917
LdN-109,17.650979,-24.110596
LdN-110,16.831129,-16.08554
LdN-111,17.252786,-20.355891
LdN-112,17.416734,-21.877493
LdN-113,17.642548,-23.861204
LdN-114,17.667617,-24.026054
LdN-115,16.898019,-16.66423
LdN-116,18.109043,-27.493967
LdN-117,17.416673,-21.710828
LdN-118,16.914721,-16.746397
LdN-119,18.052174,-26.998105
LdN-120,18.107342,-27.410756
LdN-121,16.66371,-14.013707
LdN-122,16.919722,-16.746048
LdN-123,18.127342,-27.409298
LdN-124,18.219237,-27.985947
LdN-125,17.600552,-23.030902
LdN-126,17.717625,-24.022423
LdN-127,18.135633,-27.308695
LdN-128,17.516886,-22.203609
LdN-129,16.916248,-16.329619
LdN-130,17.751029,-24.186663
LdN-131,17.416488,-21.210834
LdN-132,16.914552,-16.246403
LdN-133,17.985102,-26.002979
LdN-134,15.900429,-26.147029
LdN-135,18.035238,-26.332663
LdN-136,17.483356,-21.706022
LdN-137,16.847579,-15.417723
LdN-138,17.399694,-20.878705
LdN-139,17.279234,-19.72066
LdN-140,17.884703,-25.010281
LdN-141,16.847524,-15.251059
LdN-142,17.717432,-23.522429
LdN-143,18.168833,-26.989603
LdN-144,17.675568,-23.025462
LdN-145,16.588121,-12.26883
LdN-146,16.939477,-15.994659
LdN-147,18.068502,-26.163568
LdN-148,16.773807,-14.172815
LdN-149,17.449708,-20.875105
LdN-150,17.951372,-25.005423
LdN-151,18.101833,-26.161139
LdN-152,16.830631,-14.585556
LdN-153,17.667075,-22.609407
LdN-154,17.700508,-22.856983
LdN-155,17.63361,-22.278495
LdN-156,16.621468,-12.266566
LdN-157,18.151931,-26.407492
LdN-158,16.797122,-14.087871
LdN-159,17.809175,-23.682426
LdN-160,17.750644,-23.186677
LdN-161,17.850974,-24.012722
LdN-162,16.818852,-14.253036
LdN-163,16.830549,-14.335559
LdN-164,17.616785,-21.863043
LdN-165,18.268819,-26.982323
LdN-166,18.034772,-25.166012
LdN-167,18.101633,-25.661146
LdN-168,17.549793,-21.034548
LdN-169,15.882105,-21.148105
LdN-170,17.783917,-23.017589
LdN-171,18.051438,-25.164797
LdN-172,17.63336,-21.611838
LdN-173,17.287095,-18.386748
LdN-174,17.65006,-21.69396
LdN-175,17.305481,-18.518767
LdN-176,18.168362,-25.822954
LdN-177,17.38242,-19.213256
LdN-178,17.53294,-20.535759
LdN-179,17.39912,-19.295391
LdN-180,18.051274,-24.748137
LdN-181,18.519212,-28.080839
LdN-182,17.549609,-20.534554
LdN-183,15.903636,-20.646768
LdN-185,17.532848,-20.285762
LdN-186,17.73353,-22.021238
LdN-187,18.201658,-25.737193
LdN-188,17.88399,-23.176972
LdN-189,17.716737,-21.68912
LdN-190,16.805078,-12.920639
LdN-191,16.796689,-12.754552
LdN-192,17.515996,-19.786973
LdN-193,17.599618,-20.530934
LdN-194,18.218223,-25.485983
LdN-195,18.264982,-25.732584
LdN-196,18.168031,-24.989632
LdN-197,18.218163,-25.335986
LdN-198,18.226508,-25.368711
LdN-199,18.25154,-25.450225
LdN-200,18.167966,-24.822968
LdN-201,18.335069,-25.977491
LdN-202,17.641233,-20.36125
LdN-203,18.239762,-25.167743
LdN-204,16.796474,-12.087891
LdN-205,18.435212,-26.386895
LdN-206,17.515725,-19.036983
LdN-207,17.749828,-21.020039
LdN-208,18.217894,-24.652661
LdN-209,17.632716,-19.861861
LdN-210,18.152694,-24.124069
LdN-211,18.159373,-24.156916
LdN-212,18.184434,-24.321761
LdN-213,18.150981,-24.007525
LdN-214,18.150969,-23.974194
LdN-215,17.967071,-22.504242
LdN-216,17.632643,-19.661862
LdN-217,18.468436,-26.134484
LdN-218,17.916869,-21.97456
LdN-219,17.657689,-19.776714
LdN-220,17.515522,-18.470322
LdN-221,18.184305,-23.988432
LdN-222,17.686026,-19.774657
LdN-223,17.679333,-19.708474
LdN-224,18.142449,-23.491474
LdN-225,17.548885,-18.534579
LdN-226,17.675982,-19.658718
LdN-227,18.167512,-23.656316
LdN-228,17.679303,-19.625144
LdN-229,17.669261,-19.509205
LdN-230,18.150769,-23.457534
LdN-231,17.6726,-19.525629
LdN-232,18.083864,-22.829068
LdN-233,17.751125,-20.019931
LdN-234,16.812824,-11.086748
LdN-235,17.774523,-20.184898
LdN-236,18.434781,-25.303578
LdN-237,18.016946,-22.167268
LdN-238,16.599775,-22.268161
LdN-239,18.556694,-26.011433
LdN-240,18.618487,-26.373648
LdN-241,18.19238,-23.321168
LdN-242,18.202412,-23.40377
LdN-243,18.200713,-23.320561
LdN-244,16.862894,-11.249942
LdN-245,18.518157,-25.46421
LdN-246,17.749277,-19.520059
LdN-247,18.401162,-24.556005
LdN-248,18.601592,-25.791525
LdN-249,18.167065,-22.489666
LdN-250,18.389336,-24.14019
LdN-251,18.484571,-24.799964
LdN-252,18.385971,-24.057101
LdN-253,18.6683,-25.953392
LdN-254,17.832678,-19.680659
LdN-255,16.799027,-19.754476
LdN-256,18.25058,-22.983592
LdN-257,18.183698,-22.405119
LdN-258,17.749036,-18.853401
LdN-259,18.417606,-23.988136
LdN-260,16.800582,-24.104425
LdN-261,17.59842,-17.197642
LdN-262,18.049842,-20.998188
LdN-263,18.601265,-24.958203
LdN-264,17.815707,-18.848551
LdN-265,18.283718,-22.481174
LdN-266,18.517637,-24.130895
LdN-267,18.392285,-23.139961
LdN-268,18.392285,-23.139961
LdN-269,18.492517,-23.799375
LdN-270,17.815527,-18.348558
LdN-271,18.183291,-21.321802
LdN-272,18.300256,-22.146633
LdN-273,17.740254,-17.604023
LdN-274,18.154824,-20.957203
LdN-275,18.199907,-21.187257
LdN-276,17.731829,-17.354632
LdN-277,17.756881,-17.486145
LdN-278,16.979266,-10.2418
LdN-279,17.882259,-18.510367
LdN-280,16.979212,-10.075135
LdN-281,18.082804,-19.995771
LdN-282,18.216497,-20.986045
LdN-283,17.648018,-16.027365
LdN-284,18.600688,-23.458224
LdN-285,17.9322,-18.34006
LdN-286,18.032503,-19.166093
LdN-287,17.380395,-13.379993
LdN-288,17.965594,-18.504295
LdN-289,18.015715,-18.83398
LdN-290,17.714692,-16.022525
LdN-291,18.333148,-20.97756
LdN-292,17.962082,-18.004544
LdN-293,17.965414,-18.004301
LdN-294,18.533602,-22.296383
LdN-295,18.546949,-22.345419
LdN-296,18.541933,-22.295781
LdN-297,18.784142,-23.945059
LdN-298,17.98208,-18.003086
LdN-299,17.015218,-18.072704
LdN-300,18.850903,-24.273634
LdN-301,18.590327,-22.49229
LdN-302,17.958629,-17.671457
LdN-303,18.132438,-18.992141
LdN-304,18.583524,-22.126109
LdN-305,17.831456,-16.264036
LdN-306,18.386348,-20.640358
LdN-307,18.103907,-18.444213
LdN-308,18.112235,-18.426937
LdN-309,18.516629,-21.464265
LdN-310,18.115545,-18.36003
LdN-311,18.825601,-23.442092
LdN-312,17.848035,-16.012826
LdN-313,18.558314,-21.544588
LdN-314,18.349443,-19.976362
LdN-315,18.299269,-19.480002
LdN-316,18.745322,-22.614485
LdN-317,17.01688,-22.739315
LdN-318,17.998334,-16.83522
LdN-319,18.031667,-16.83279
LdN-320,17.998216,-16.50189
LdN-321,18.838629,-22.641154
LdN-322,18.332417,-18.977586
LdN-323,18.258804,-18.182929
LdN-324,17.362726,-10.381224
LdN-325,17.897689,-15.009196
LdN-326,17.830818,-14.430726
LdN-327,18.282095,-18.064566
LdN-328,18.282071,-17.997899
LdN-329,18.6747,-20.869528
LdN-330,17.840766,-14.279999
LdN-331,18.282005,-17.814569
LdN-332,18.348781,-18.143052
LdN-333,18.181659,-16.82186
LdN-334,18.666218,-20.453466
LdN-335,18.318667,-17.811904
LdN-336,18.332028,-17.894266
LdN-337,17.964305,-14.85434
LdN-338,17.93085,-14.506774
LdN-339,17.942546,-14.589256
LdN-340,17.980884,-14.603129
LdN-341,17.989243,-14.669187
LdN-342,18.365269,-17.641848
LdN-343,18.482185,-18.400048
LdN-344,18.699359,-19.951079
LdN-345,17.897229,-13.67588
LdN-346,18.71602,-19.949884
LdN-347,18.131195,-15.492185
LdN-348,18.164584,-15.656421
LdN-349,17.852,-13.012498
LdN-350,18.465309,-17.801263
LdN-351,18.398448,-17.222768
LdN-352,17.763323,-12.018939
LdN-353,18.548803,-18.295232
LdN-354,18.415124,-17.254892
LdN-355,17.863555,-12.67832
LdN-356,18.506939,-17.714916
LdN-357,18.264605,-15.732474
LdN-358,17.880165,-12.510441
LdN-359,18.381521,-16.473987
LdN-360,17.861746,-12.261779
LdN-361,17.866717,-12.178083
LdN-362,18.498402,-17.132192
LdN-363,17.980334,-13.003148
LdN-364,18.581892,-17.626167
LdN-365,18.715483,-18.449903
LdN-367,17.829656,-11.0141
LdN-368,18.088724,-13.161917
LdN-369,18.768711,-18.196087
LdN-370,18.509743,-16.214694
LdN-371,17.298038,-16.302603
LdN-372,18.509691,-16.064695
LdN-373,17.43135,-16.14303
LdN-374,18.497936,-15.798875
LdN-375,18.146998,-12.991001
LdN-376,18.380883,-14.640677
LdN-377,19.538124,-22.39256
LdN-378,18.614637,-15.95712
LdN-379,18.514368,-15.131012
LdN-380,18.380654,-13.974018
LdN-381,18.62291,-15.789855
LdN-382,17.797975,-15.849801
LdN-383,18.046325,-10.998313
LdN-384,18.046241,-10.748316
LdN-385,18.580924,-14.842869
LdN-386,18.213321,-11.986158
LdN-387,17.313269,-12.051459
LdN-388,18.54738,-14.211949
LdN-389,18.547352,-14.128617
LdN-390,18.597455,-14.458339
LdN-391,17.264099,-14.555008
LdN-392,17.897516,-14.509202
LdN-393,17.747509,-14.520121
LdN-394,18.363395,-12.225249
LdN-395,18.647332,-14.12141
LdN-396,18.53371,-13.212924
LdN-397,18.047087,-13.248286
LdN-398,18.547069,-13.295293
LdN-399,18.446802,-12.469202
LdN-400,17.930165,-12.506798
LdN-401,18.635555,-13.78892
LdN-402,18.49688,-12.71558
LdN-403,18.613781,-13.45715
LdN-404,18.496796,-12.465583
LdN-405,18.379807,-11.474048
LdN-406,18.429912,-11.803751
LdN-407,18.580283,-12.959559
LdN-408,18.18033,-12.988573
LdN-409,18.697096,-13.45116
LdN-410,18.713758,-13.449964
LdN-411,18.463129,-11.468007
LdN-412,18.529956,-11.963179
LdN-413,18.443049,-11.219459
LdN-414,18.404592,-10.838909
LdN-415,18.412857,-10.638307
LdN-416,18.421189,-10.637703
LdN-417,18.421178,-10.604369
LdN-418,18.246194,-10.617081
LdN-419,18.212861,-10.619507
LdN-420,18.42941,-10.303769
LdN-421,17.906102,-10.341857
LdN-422,18.196096,-10.320724
LdN-423,18.462712,-10.218022
LdN-424,18.246066,-10.233753
LdN-425,17.782738,-10.267504
LdN-426,18.192735,-10.237635
LdN-427,18.446048,-10.219229
LdN-428,17.79607,-10.266534
LdN-429,18.279397,-10.231328
LdN-430,18.196068,-10.237392
LdN-431,18.229398,-10.234966
LdN-432,17.979406,-10.253181
LdN-433,18.71309,-11.449988
LdN-434,18.71309,-11.449988
LdN-435,18.545953,-9.962
LdN-436,18.245983,-9.983756
LdN-437,18.337641,-9.977091
LdN-438,18.23765,-9.984362
LdN-439,17.995991,-10.001969
LdN-440,18.329309,-9.977697
LdN-441,18.062655,-9.99711
LdN-442,17.962656,-10.004398
LdN-443,18.545953,-9.962
LdN-444,18.045989,-9.998324
LdN-445,18.629276,-9.955992
LdN-446,18.512624,-9.964408
LdN-447,18.262648,-9.982543
LdN-448,18.612612,-9.957192
LdN-449,18.862951,-11.105945
LdN-450,18.54634,-11.128653
LdN-451,18.36303,-11.141929
LdN-452,18.946427,-11.600027
LdN-453,18.413192,-11.638295
LdN-454,18.479849,-11.633466
LdN-455,18.629828,-11.622639
LdN-456,18.879559,-10.938096
LdN-458,18.946373,-11.433362
LdN-459,18.71309,-11.449988
LdN-460,17.979826,-11.503166
LdN-461,18.163156,-11.489805
LdN-462,18.113159,-11.493448
LdN-463,18.529788,-11.463185
LdN-464,18.879449,-10.604766
LdN-466,18.329531,-10.644356
LdN-467,18.317866,-10.645203
LdN-468,18.01288,-10.667413
LdN-469,18.226206,-10.65187
LdN-470,18.312865,-10.645567
LdN-471,18.329531,-10.644356
LdN-472,18.237873,-10.651021
LdN-473,18.629496,-10.622651
LdN-474,18.862787,-10.605951
LdN-475,18.321199,-10.644961
LdN-476,18.312865,-10.645567
LdN-477,18.321199,-10.644961
LdN-478,18.212872,-10.652841
LdN-479,18.321199,-10.644961
LdN-480,18.746143,-10.614277
LdN-481,18.429521,-10.637099
LdN-482,18.321199,-10.644961
LdN-483,18.296201,-10.646778
LdN-484,18.662824,-10.620254
LdN-485,18.612832,-10.623851
LdN-486,18.112879,-10.660125
LdN-487,18.282868,-10.647748
LdN-488,18.279536,-10.64799
LdN-489,18.479515,-10.633478
LdN-490,18.254538,-10.649809
LdN-491,18.462851,-10.634684
LdN-492,18.26287,-10.649202
LdN-493,18.212872,-10.652841
LdN-494,18.617831,-10.623491
LdN-495,18.649492,-10.621213
LdN-496,18.796133,-10.610702
LdN-497,18.654492,-10.620853
LdN-498,18.667822,-10.619895
LdN-499,18.679487,-10.619057
LdN-500,18.279536,-10.64799
LdN-501,18.296201,-10.646778
LdN-502,18.127877,-10.659032
LdN-503,18.48785,-10.632875
LdN-504,18.312865,-10.645567
LdN-505,18.329531,-10.644356
LdN-506,18.796133,-10.610702
LdN-507,18.252871,-10.64993
LdN-508,18.162876,-10.656482
LdN-509,18.896112,-10.603583
LdN-510,18.246205,-10.650415
LdN-511,18.429521,-10.637099
LdN-512,18.887781,-10.604174
LdN-513,18.179541,-10.655268
LdN-514,18.882781,-10.60453
LdN-515,18.629496,-10.622651
LdN-516,18.857786,-10.606307
LdN-517,18.754474,-10.61368
LdN-518,18.887781,-10.604174
LdN-519,18.212872,-10.652841
LdN-520,18.362863,-10.641935
LdN-521,18.876116,-10.605003
LdN-522,18.862787,-10.605951
LdN-523,18.821128,-10.608919
LdN-524,18.762806,-10.613084
LdN-525,18.646159,-10.621452
LdN-526,18.446187,-10.635891
LdN-527,18.776136,-10.612131
LdN-528,18.787801,-10.611297
LdN-529,18.762806,-10.613084
LdN-530,18.829459,-10.608325
LdN-531,19.102729,-10.589012
LdN-532,18.787801,-10.611297
LdN-533,18.396192,-10.639516
LdN-534,18.879449,-10.604766
LdN-535,18.621164,-10.623251
LdN-536,18.579502,-10.626253
LdN-537,18.379528,-10.640725
LdN-538,18.612832,-10.623851
LdN-539,18.402858,-10.639032
LdN-540,19.102729,-10.589012
LdN-541,18.607831,-10.624211
LdN-542,19.029415,-10.594158
LdN-543,19.112727,-10.588312
LdN-544,19.027748,-10.594275
LdN-545,18.947767,-10.599921
LdN-546,18.961098,-10.598978
LdN-547,18.846122,-10.607137
LdN-548,18.829459,-10.608325
LdN-549,19.037746,-10.593572
LdN-550,19.129389,-10.587147
LdN-551,18.966096,-10.598624
LdN-552,19.074403,-10.590997
LdN-553,19.054407,-10.592401
LdN-554,19.136053,-10.586682
LdN-555,18.694484,-10.61798
LdN-556,18.987759,-10.597094
LdN-557,18.646159,-10.621452
LdN-558,18.629496,-10.622651
LdN-559,18.546174,-10.628659
LdN-560,18.696151,-10.61786
LdN-561,18.962763,-10.59886
LdN-562,19.046077,-10.592986
LdN-563,18.662824,-10.620254
LdN-564,18.629496,-10.622651
LdN-565,18.929437,-10.601219
LdN-566,18.846122,-10.607137
LdN-567,19.07107,-10.591231
LdN-568,18.992757,-10.596742
LdN-569,18.308895,+1.520959
LdN-570,18.442229,+1.530634
LdN-571,18.509378,+0.035476
LdN-572,18.509378,+0.035476
LdN-573,18.476044,+0.033065
LdN-574,19.117706,+0.078819
LdN-575,18.467711,+0.032462
LdN-576,18.524378,+0.03656
LdN-577,19.092704,+0.07707
LdN-578,18.519378,+0.036199
LdN-579,18.92604,+0.065327
LdN-580,19.142705,+0.080565
LdN-581,19.122705,+0.079169
LdN-582,18.876041,+0.061779
LdN-583,18.559564,-0.544239
LdN-584,18.94289,-0.516819
LdN-585,18.392068,+2.027004
LdN-586,18.651044,+0.045691
LdN-587,18.659377,+0.04629
LdN-588,18.601042,+0.042092
LdN-589,18.876041,+0.061779
LdN-590,19.109373,+0.078236
LdN-591,18.609378,+0.042692
LdN-592,18.4754,+2.033042
LdN-593,18.658738,+2.046267
LdN-594,19.008746,+2.071193
LdN-595,19.758784,+2.122334
LdN-596,18.802761,-0.110109
LdN-597,18.846046,+0.042978
LdN-598,18.779588,-0.611769
LdN-599,18.859402,-0.022738
LdN-600,18.508467,+2.868777
LdN-601,18.779615,-0.695101
LdN-602,18.859613,-0.689397
LdN-603,18.772973,-0.77891
LdN-604,18.859428,-0.106071
LdN-605,18.779641,-0.778433
LdN-606,18.859639,-0.772729
LdN-607,18.801306,-0.776886
LdN-608,18.859639,-0.772729
LdN-609,18.859639,-0.772729
LdN-610,18.826305,-0.775103
LdN-611,18.927969,-0.767878
LdN-612,18.932968,-0.767524
LdN-613,18.946303,-0.76658
LdN-614,18.946303,-0.76658
LdN-615,19.32629,-0.740066
LdN-616,18.792073,+2.05582
LdN-617,18.959058,+1.067675
LdN-618,19.259063,+1.088655
LdN-619,19.30073,+1.091528
LdN-620,19.342397,+1.094391
LdN-621,18.791702,+3.222474
LdN-622,19.191725,+3.250679
LdN-623,19.908461,+3.298714
LdN-624,19.092237,+1.577053
LdN-625,19.108907,+1.57822
LdN-626,19.108881,+1.661552
LdN-627,19.234603,-0.663055
LdN-628,18.97498,+3.435493
LdN-629,19.292397,+1.090955
LdN-630,18.649119,+6.045622
LdN-631,19.208598,+2.585176
LdN-632,19.342244,+1.594386
LdN-633,18.682131,+7.048005
LdN-634,18.690303,+7.548598
LdN-635,19.158115,+4.131683
LdN-636,19.107945,+4.661519
LdN-637,18.690087,+8.215257
LdN-638,18.8404,+7.309325
LdN-639,19.207824,+5.085149
LdN-640,19.374819,+4.096641
LdN-641,19.2745,+5.089762
LdN-642,19.324506,+5.093204
LdN-643,19.401266,+4.831787
LdN-644,19.324043,+6.593188
LdN-645,19.323811,+7.34318
LdN-646,19.240228,+8.087426
LdN-647,19.332094,+7.510417
